RuleID,CaseID,Artifact,EntryType,FileName,OSPath,Verified,AdditionalRuleIDs
DR-MFT-RMM-276,COVERAGE-DR-MFT-RMM-276,MFT,File,level-remote-control-ffmpeg.exe,C:\Replay\level-remote-control-ffmpeg.exe,True,DR-MFT-RMM-091
DR-MFT-RMM-092,COVERAGE-DR-MFT-RMM-092,MFT,File,LMNoIpServer.exe,C:\Replay\LMNoIpServer.exe,True,
DR-MFT-RMM-278,COVERAGE-DR-MFT-RMM-278,MFT,File,loclx.exe,C:\Replay\loclx.exe,True,
DR-MFT-RMM-094,COVERAGE-DR-MFT-RMM-094,MFT,File,lmi_rescue.exe,C:\Replay\lmi_rescue.exe,True,
DR-MFT-RMM-280,COVERAGE-DR-MFT-RMM-280,MFT,File,LunixarRemote.dll,C:\Replay\LunixarRemote.dll,True,
DR-MFT-RMM-095,COVERAGE-DR-MFT-RMM-095,MFT,File,dcagentregister.exe,C:\Replay\dcagentregister.exe,True,
DR-MFT-RMM-281,COVERAGE-DR-MFT-RMM-281,MFT,File,dcagentservice.exe,C:\Replay\dcagentservice.exe,True,DR-MFT-RMM-095
DR-MFT-RMM-283,COVERAGE-DR-MFT-RMM-283,MFT,File,ManageEngine_ServiceDesk_Plus.exe,C:\Replay\ManageEngine_ServiceDesk_Plus.exe,True,
DR-MFT-RMM-096,COVERAGE-DR-MFT-RMM-096,MFT,File,MEGAsyncSetup64.exe,C:\Replay\MEGAsyncSetup64.exe,True,
DR-MFT-RMM-097,COVERAGE-DR-MFT-RMM-097,MFT,File,meshagent.exe,C:\Replay\meshagent.exe,True,
DR-MFT-RMM-100,COVERAGE-DR-MFT-RMM-100,MFT,File,Mikogo-Screen-Service.exe,C:\Replay\Mikogo-Screen-Service.exe,True,
DR-MFT-RMM-101,COVERAGE-DR-MFT-RMM-101,MFT,File,mionet.exe,C:\Replay\mionet.exe,True,DR-MFT-RMM-284
DR-MFT-RMM-284,COVERAGE-DR-MFT-RMM-284,MFT,File,mionet.exe,C:\Replay\mionet.exe,True,DR-MFT-RMM-101
DR-MFT-RMM-102,COVERAGE-DR-MFT-RMM-102,MFT,File,MobaXterm_installer_.msi,C:\Replay\MobaXterm_installer_.msi,True,
DR-MFT-RMM-103,COVERAGE-DR-MFT-RMM-103,MFT,File,mRemoteNG.exe,C:\Replay\mRemoteNG.exe,True,
DR-MFT-RMM-104,COVERAGE-DR-MFT-RMM-104,MFT,File,CBBackupPlan.exe,C:\Replay\CBBackupPlan.exe,True,
DR-MFT-RMM-105,COVERAGE-DR-MFT-RMM-105,MFT,File,mygreenpc.exe,C:\Replay\mygreenpc.exe,True,
DR-MFT-RMM-106,COVERAGE-DR-MFT-RMM-106,MFT,File,myivomanager.exe,C:\Replay\myivomanager.exe,True,
DR-MFT-RMM-108,COVERAGE-DR-MFT-RMM-108,MFT,File,Agent__RW.exe,C:\Replay\Agent__RW.exe,True,
DR-MFT-RMM-107,COVERAGE-DR-MFT-RMM-107,MFT,File,AgentSetup-.exe,C:\Replay\AgentSetup-.exe,True,
DR-MFT-RMM-293,COVERAGE-DR-MFT-RMM-293,MFT,File,netbird-ui.exe,C:\Replay\netbird-ui.exe,True,
DR-MFT-RMM-294,COVERAGE-DR-MFT-RMM-294,MFT,File,NetLock_RMM_User_Process.exe,C:\Replay\NetLock_RMM_User_Process.exe,True,
DR-MFT-RMM-110,COVERAGE-DR-MFT-RMM-110,MFT,File,nhostsvc.exe,C:\Replay\nhostsvc.exe,True,DR-MFT-RMM-296
DR-MFT-RMM-296,COVERAGE-DR-MFT-RMM-296,MFT,File,Connect.Backdrop.cloud.exe,C:\Replay\Connect.Backdrop.cloud.exe,True,
DR-MFT-RMM-111,COVERAGE-DR-MFT-RMM-111,MFT,File,client32.exe,C:\Replay\client32.exe,True,
DR-MFT-RMM-112,COVERAGE-DR-MFT-RMM-112,MFT,File,neturo.exe,C:\Replay\neturo.exe,True,
DR-MFT-RMM-113,COVERAGE-DR-MFT-RMM-113,MFT,File,netviewer.exe,C:\Replay\netviewer.exe,True,DR-MFT-RMM-298
DR-MFT-RMM-298,COVERAGE-DR-MFT-RMM-298,MFT,File,NetViewer.exe,C:\Replay\NetViewer.exe,True,DR-MFT-RMM-113
DR-MFT-RMM-299,COVERAGE-DR-MFT-RMM-299,MFT,File,nezha-agent.exe,C:\Replay\nezha-agent.exe,True,
DR-MFT-RMM-349,COVERAGE-DR-MFT-RMM-349,MFT,File,ngrok.exe,C:\Replay\ngrok.exe,True,DR-MFT-XFER-002|DR-MFT-DEV-002
DR-MFT-RMM-300,COVERAGE-DR-MFT-RMM-300,MFT,File,NiniteAgent.exe,C:\Replay\NiniteAgent.exe,True,
DR-MFT-RMM-114,COVERAGE-DR-MFT-RMM-114,MFT,File,NinjaRMMAgentPatcher.exe,C:\Replay\NinjaRMMAgentPatcher.exe,True,
DR-MFT-RMM-115,COVERAGE-DR-MFT-RMM-115,MFT,File,nomachine.exe,C:\Replay\nomachine.exe,True,
DR-MFT-RMM-303,COVERAGE-DR-MFT-RMM-303,MFT,File,nateon.exe,C:\Replay\nateon.exe,True,
DR-MFT-RMM-116,COVERAGE-DR-MFT-RMM-116,MFT,File,NTRsupportPro_EN.exe,C:\Replay\NTRsupportPro_EN.exe,True,
DR-MFT-RMM-304,COVERAGE-DR-MFT-RMM-304,MFT,File,nvda.exe,C:\Replay\nvda.exe,True,
DR-MFT-RMM-117,COVERAGE-DR-MFT-RMM-117,MFT,File,ocsinventory.exe,C:\Replay\ocsinventory.exe,True,
DR-MFT-RMM-118,COVERAGE-DR-MFT-RMM-118,MFT,File,onionshare.exe,C:\Replay\onionshare.exe,True,
DR-MFT-RMM-119,COVERAGE-DR-MFT-RMM-119,MFT,File,OTPowerShell.exe,C:\Replay\OTPowerShell.exe,True,
DR-MFT-RMM-120,COVERAGE-DR-MFT-RMM-120,MFT,File,ehorus standalone.exe,C:\Replay\ehorus standalone.exe,True,DR-MFT-RMM-046
DR-MFT-RMM-122,COVERAGE-DR-MFT-RMM-122,MFT,File,p9agent.exe,C:\Replay\p9agent.exe,True,
DR-MFT-RMM-123,COVERAGE-DR-MFT-RMM-123,MFT,File,TSClient.exe,C:\Replay\TSClient.exe,True,
DR-MFT-RMM-305,COVERAGE-DR-MFT-RMM-305,MFT,File,parsecd.exe,C:\Replay\parsecd.exe,True,
DR-MFT-RMM-125,COVERAGE-DR-MFT-RMM-125,MFT,File,awhost32.exe,C:\Replay\awhost32.exe,True,
DR-MFT-RMM-306,COVERAGE-DR-MFT-RMM-306,MFT,File,PcHelpWare_viewer.exe,C:\Replay\PcHelpWare_viewer.exe,True,
DR-MFT-RMM-126,COVERAGE-DR-MFT-RMM-126,MFT,File,mwcliun.exe,C:\Replay\mwcliun.exe,True,
DR-MFT-RMM-127,COVERAGE-DR-MFT-RMM-127,MFT,File,pcvisit-easysupport.exe,C:\Replay\pcvisit-easysupport.exe,True,
DR-MFT-RMM-128,COVERAGE-DR-MFT-RMM-128,MFT,File,PDQConnectUpdater-.msi,C:\Replay\PDQConnectUpdater-.msi,True,
DR-MFT-RMM-129,COVERAGE-DR-MFT-RMM-129,MFT,File,Pilixo_Installer.exe,C:\Replay\Pilixo_Installer.exe,True,
DR-MFT-RMM-130,COVERAGE-DR-MFT-RMM-130,MFT,File,pocketcloud.exe,C:\Replay\pocketcloud.exe,True,
DR-MFT-RMM-131,COVERAGE-DR-MFT-RMM-131,MFT,File,pocketcloudservice.exe,C:\Replay\pocketcloudservice.exe,True,DR-MFT-RMM-130
DR-MFT-RMM-308,COVERAGE-DR-MFT-RMM-308,MFT,File,XSightService.exe,C:\Replay\XSightService.exe,True,
DR-MFT-RMM-309,COVERAGE-DR-MFT-RMM-309,MFT,File,psexec64.exe,C:\Replay\psexec64.exe,True,DR-MFT-EXEC-004
DR-MFT-RMM-132,COVERAGE-DR-MFT-RMM-132,MFT,File,PAExec-.exe,C:\Replay\PAExec-.exe,True,
DR-MFT-RMM-133,COVERAGE-DR-MFT-RMM-133,MFT,File,PCMonitorManager.exe,C:\Replay\PCMonitorManager.exe,True,
DR-MFT-RMM-310,COVERAGE-DR-MFT-RMM-310,MFT,File,putty.exe,C:\Replay\putty.exe,True,
DR-MFT-RMM-134,COVERAGE-DR-MFT-RMM-134,MFT,File,puttytray.exe,C:\Replay\puttytray.exe,True,
DR-MFT-RMM-135,COVERAGE-DR-MFT-RMM-135,MFT,File,QQProtect.exe,C:\Replay\QQProtect.exe,True,
DR-MFT-RMM-136,COVERAGE-DR-MFT-RMM-136,MFT,File,konea.exe,C:\Replay\konea.exe,True,
DR-MFT-RMM-137,COVERAGE-DR-MFT-RMM-137,MFT,File,Radmin.exe,C:\Replay\Radmin.exe,True,
DR-MFT-RMM-312,COVERAGE-DR-MFT-RMM-312,MFT,File,ir_agent.exe,C:\Replay\ir_agent.exe,True,
DR-MFT-RMM-313,COVERAGE-DR-MFT-RMM-313,MFT,File,RdClientInstaller.exe,C:\Replay\RdClientInstaller.exe,True,
DR-MFT-RMM-314,COVERAGE-DR-MFT-RMM-314,MFT,File,RDCMan-x86.exe,C:\Replay\RDCMan-x86.exe,True,
DR-MFT-RMM-138,COVERAGE-DR-MFT-RMM-138,MFT,File,tdp2tcp.exe,C:\Replay\tdp2tcp.exe,True,
DR-MFT-RMM-140,COVERAGE-DR-MFT-RMM-140,MFT,File,RDPCheck.exe,C:\Replay\RDPCheck.exe,True,
DR-MFT-RMM-144,COVERAGE-DR-MFT-RMM-144,MFT,File,remcos.exe,C:\Replay\remcos.exe,True,
DR-MFT-RMM-317,COVERAGE-DR-MFT-RMM-317,MFT,File,remmon.exe,C:\Replay\remmon.exe,True,
DR-MFT-RMM-145,COVERAGE-DR-MFT-RMM-145,MFT,File,remobo.exe,C:\Replay\remobo.exe,True,
DR-MFT-RMM-146,COVERAGE-DR-MFT-RMM-146,MFT,File,rdp.exe,C:\Replay\rdp.exe,True,DR-MFT-RMM-129
DR-MFT-RMM-148,COVERAGE-DR-MFT-RMM-148,MFT,File,rfusclient.exe,C:\Replay\rfusclient.exe,True,
DR-MFT-RMM-320,COVERAGE-DR-MFT-RMM-320,MFT,File,RemoteRipple.exe,C:\Replay\RemoteRipple.exe,True,
DR-MFT-RMM-318,COVERAGE-DR-MFT-RMM-318,MFT,File,remote-it-installer.exe,C:\Replay\remote-it-installer.exe,True,
DR-MFT-RMM-150,COVERAGE-DR-MFT-RMM-150,MFT,File,agentu.exe,C:\Replay\agentu.exe,True,
DR-MFT-RMM-321,COVERAGE-DR-MFT-RMM-321,MFT,File,Remotely_Desktop.exe,C:\Replay\Remotely_Desktop.exe,True,
DR-MFT-RMM-151,COVERAGE-DR-MFT-RMM-151,MFT,File,remotepass-access.exe,C:\Replay\remotepass-access.exe,True,
DR-MFT-RMM-152,COVERAGE-DR-MFT-RMM-152,MFT,File,RemotePCService.exe,C:\Replay\RemotePCService.exe,True,
DR-MFT-RMM-322,COVERAGE-DR-MFT-RMM-322,MFT,File,InstallCore.exe,C:\Replay\InstallCore.exe,True,
DR-MFT-RMM-149,COVERAGE-DR-MFT-RMM-149,MFT,File,rutserv.exe,C:\Replay\rutserv.exe,True,DR-MFT-RMM-148
DR-MFT-RMM-153,COVERAGE-DR-MFT-RMM-153,MFT,File,remoteview.exe,C:\Replay\remoteview.exe,True,
DR-MFT-RMM-154,COVERAGE-DR-MFT-RMM-154,MFT,File,wisshell.exe,C:\Replay\wisshell.exe,True,
DR-MFT-RMM-155,COVERAGE-DR-MFT-RMM-155,MFT,File,RDConsole.exe,C:\Replay\RDConsole.exe,True,
DR-MFT-RMM-325,COVERAGE-DR-MFT-RMM-325,MFT,File,RodexAgent.exe,C:\Replay\RodexAgent.exe,True,
DR-MFT-RMM-156,COVERAGE-DR-MFT-RMM-156,MFT,File,royalserver.exe,C:\Replay\royalserver.exe,True,
DR-MFT-RMM-158,COVERAGE-DR-MFT-RMM-158,MFT,File,royalts.exe,C:\Replay\royalts.exe,True,DR-MFT-RMM-156
DR-MFT-RMM-159,COVERAGE-DR-MFT-RMM-159,MFT,File,rport.exe,C:\Replay\rport.exe,True,
DR-MFT-RMM-161,COVERAGE-DR-MFT-RMM-161,MFT,File,rudesktop.exe,C:\Replay\rudesktop.exe,True,
DR-MFT-RMM-163,COVERAGE-DR-MFT-RMM-163,MFT,File,rustdesk.exe,C:\Replay\rustdesk.exe,True,
DR-MFT-RMM-164,COVERAGE-DR-MFT-RMM-164,MFT,File,s3browser.exe,C:\Replay\s3browser.exe,True,
DR-MFT-RMM-165,COVERAGE-DR-MFT-RMM-165,MFT,File,ScreenConnect.ClientService.exe,C:\Replay\ScreenConnect.ClientService.exe,True,
DR-MFT-RMM-166,COVERAGE-DR-MFT-RMM-166,MFT,File,ScreenMeetSupport.exe,C:\Replay\ScreenMeetSupport.exe,True,
DR-MFT-RMM-167,COVERAGE-DR-MFT-RMM-167,MFT,File,SecureCRT.EXE,C:\Replay\SecureCRT.EXE,True,
DR-MFT-RMM-168,COVERAGE-DR-MFT-RMM-168,MFT,File,seetrolcenter.exe,C:\Replay\seetrolcenter.exe,True,
DR-MFT-RMM-169,COVERAGE-DR-MFT-RMM-169,MFT,File,SensoClient.exe,C:\Replay\SensoClient.exe,True,
DR-MFT-RMM-170,COVERAGE-DR-MFT-RMM-170,MFT,File,ServiceProxyLocalSys.exe,C:\Replay\ServiceProxyLocalSys.exe,True,
DR-MFT-RMM-172,COVERAGE-DR-MFT-RMM-172,MFT,File,SMPCSetup.exe,C:\Replay\SMPCSetup.exe,True,
DR-MFT-RMM-173,COVERAGE-DR-MFT-RMM-173,MFT,File,remote access.exe,C:\Replay\remote access.exe,True,
DR-MFT-RMM-174,COVERAGE-DR-MFT-RMM-174,MFT,File,MEAgentHelper.exe,C:\Replay\MEAgentHelper.exe,True,
DR-MFT-RMM-171,COVERAGE-DR-MFT-RMM-171,MFT,File,DeskRollUA.exe,C:\Replay\DeskRollUA.exe,True,
DR-MFT-RMM-176,COVERAGE-DR-MFT-RMM-176,MFT,File,SmarTTY.exe,C:\Replay\SmarTTY.exe,True,
DR-MFT-RMM-177,COVERAGE-DR-MFT-RMM-177,MFT,File,Solar-PuTTY.exe,C:\Replay\Solar-PuTTY.exe,True,
DR-MFT-RMM-330,COVERAGE-DR-MFT-RMM-330,MFT,File,clientmrinit.exe,C:\Replay\clientmrinit.exe,True,
DR-MFT-RMM-178,COVERAGE-DR-MFT-RMM-178,MFT,File,Sorillus Launcher.exe,C:\Replay\Sorillus Launcher.exe,True,
DR-MFT-RMM-331,COVERAGE-DR-MFT-RMM-331,MFT,File,strwinclt.exe,C:\Replay\strwinclt.exe,True,DR-MFT-RMM-179
DR-MFT-RMM-332,COVERAGE-DR-MFT-RMM-332,MFT,File,SRManager.exe,C:\Replay\SRManager.exe,True,DR-MFT-RMM-179
DR-MFT-RMM-179,COVERAGE-DR-MFT-RMM-179,MFT,File,SplashtopSOS.exe,C:\Replay\SplashtopSOS.exe,True,DR-MFT-RMM-332
DR-MFT-RMM-180,COVERAGE-DR-MFT-RMM-180,MFT,File,sysdiag.exe,C:\Replay\sysdiag.exe,True,
DR-MFT-RMM-181,COVERAGE-DR-MFT-RMM-181,MFT,File,OrayRemoteService.exe,C:\Replay\OrayRemoteService.exe,True,
DR-MFT-RMM-182,COVERAGE-DR-MFT-RMM-182,MFT,File,superops.exe,C:\Replay\superops.exe,True,
DR-MFT-RMM-183,COVERAGE-DR-MFT-RMM-183,MFT,File,superputty.exe,C:\Replay\superputty.exe,True,
DR-MFT-RMM-184,COVERAGE-DR-MFT-RMM-184,MFT,File,supremosystem.exe,C:\Replay\supremosystem.exe,True,
DR-MFT-RMM-185,COVERAGE-DR-MFT-RMM-185,MFT,File,KabutoSetup.exe,C:\Replay\KabutoSetup.exe,True,
DR-MFT-RMM-186,COVERAGE-DR-MFT-RMM-186,MFT,File,Syncthing.exe,C:\Replay\Syncthing.exe,True,
DR-MFT-RMM-187,COVERAGE-DR-MFT-RMM-187,MFT,File,IliAS.exe,C:\Replay\IliAS.exe,True,
DR-MFT-RMM-334,COVERAGE-DR-MFT-RMM-334,MFT,File,oolocker.exe,C:\Replay\oolocker.exe,True,
DR-MFT-RMM-189,COVERAGE-DR-MFT-RMM-189,MFT,File,tacticalrmm.exe,C:\Replay\tacticalrmm.exe,True,
DR-MFT-RMM-190,COVERAGE-DR-MFT-RMM-190,MFT,File,tailscale-.exe,C:\Replay\tailscale-.exe,True,
DR-MFT-RMM-191,COVERAGE-DR-MFT-RMM-191,MFT,File,TPowerShell.exe,C:\Replay\TPowerShell.exe,True,
DR-MFT-RMM-192,COVERAGE-DR-MFT-RMM-192,MFT,File,teamviewer_desktop.exe,C:\Replay\teamviewer_desktop.exe,True,
DR-MFT-RMM-194,COVERAGE-DR-MFT-RMM-194,MFT,File,pstlaunch.exe,C:\Replay\pstlaunch.exe,True,
DR-MFT-RMM-354,COVERAGE-DR-MFT-RMM-354,MFT,File,Teleport Connect Setup-.exe,C:\Replay\Teleport Connect Setup-.exe,True,
DR-MFT-RMM-336,COVERAGE-DR-MFT-RMM-336,MFT,File,tmagentsvc.exe,C:\Replay\tmagentsvc.exe,True,
DR-MFT-RMM-338,COVERAGE-DR-MFT-RMM-338,MFT,File,TiService.exe,C:\Replay\TiService.exe,True,
DR-MFT-RMM-195,COVERAGE-DR-MFT-RMM-195,MFT,File,tvnserver.exe,C:\Replay\tvnserver.exe,True,DR-MFT-RMM-196
DR-MFT-RMM-196,COVERAGE-DR-MFT-RMM-196,MFT,File,TightVNCViewerPortable.exe,C:\Replay\TightVNCViewerPortable.exe,True,
DR-MFT-RMM-197,COVERAGE-DR-MFT-RMM-197,MFT,File,ToDesk_Service.exe,C:\Replay\ToDesk_Service.exe,True,
DR-MFT-RMM-198,COVERAGE-DR-MFT-RMM-198,MFT,File,Tsdservice.exe,C:\Replay\Tsdservice.exe,True,
DR-MFT-RMM-340,COVERAGE-DR-MFT-RMM-340,MFT,File,TrustConnectAgent.exe,C:\Replay\TrustConnectAgent.exe,True,
DR-MFT-RMM-199,COVERAGE-DR-MFT-RMM-199,MFT,File,pcstarter.exe,C:\Replay\pcstarter.exe,True,
DR-MFT-RMM-201,COVERAGE-DR-MFT-RMM-201,MFT,File,UVNC_Launch.exe,C:\Replay\UVNC_Launch.exe,True,
DR-MFT-RMM-200,COVERAGE-DR-MFT-RMM-200,MFT,File,UltraViewer_Desktop.exe,C:\Replay\UltraViewer_Desktop.exe,True,
DR-MFT-RMM-342,COVERAGE-DR-MFT-RMM-342,MFT,File,veyon-master.exe,C:\Replay\veyon-master.exe,True,
DR-MFT-RMM-202,COVERAGE-DR-MFT-RMM-202,MFT,File,vncserver.exe,C:\Replay\vncserver.exe,True,
DR-MFT-RMM-203,COVERAGE-DR-MFT-RMM-203,MFT,File,webrdp.exe,C:\Replay\webrdp.exe,True,
DR-MFT-RMM-204,COVERAGE-DR-MFT-RMM-204,MFT,File,weezo setup.exe,C:\Replay\weezo setup.exe,True,
DR-MFT-RMM-205,COVERAGE-DR-MFT-RMM-205,MFT,File,WinSCP.exe,C:\Replay\WinSCP.exe,True,
DR-MFT-RMM-206,COVERAGE-DR-MFT-RMM-206,MFT,File,xeox-agent_.exe,C:\Replay\xeox-agent_.exe,True,
DR-MFT-RMM-208,COVERAGE-DR-MFT-RMM-208,MFT,File,Xpra-Launcher.exe,C:\Replay\Xpra-Launcher.exe,True,
DR-MFT-RMM-209,COVERAGE-DR-MFT-RMM-209,MFT,File,xShell.exe,C:\Replay\xShell.exe,True,
DR-MFT-RMM-210,COVERAGE-DR-MFT-RMM-210,MFT,File,YandexDisk2.exe,C:\Replay\YandexDisk2.exe,True,
DR-MFT-RMM-211,COVERAGE-DR-MFT-RMM-211,MFT,File,zabbix_agent.exe,C:\Replay\zabbix_agent.exe,True,
DR-MFT-RMM-212,COVERAGE-DR-MFT-RMM-212,MFT,File,zero-powershell.exe,C:\Replay\zero-powershell.exe,True,
DR-MFT-RMM-213,COVERAGE-DR-MFT-RMM-213,MFT,File,zoc.exe,C:\Replay\zoc.exe,True,
DR-MFT-RMM-214,COVERAGE-DR-MFT-RMM-214,MFT,File,ZA_Access.exe,C:\Replay\ZA_Access.exe,True,
DR-MFT-RMM-018,COVERAGE-DR-MFT-RMM-018,MFT,Directory,BarracudaRMM,C:\Replay\BarracudaRMM,True,
DR-MFT-RMM-035,COVERAGE-DR-MFT-RMM-035,MFT,Directory,CruzRMM,C:\Replay\CruzRMM,True,
DR-MFT-RMM-047,COVERAGE-DR-MFT-RMM-047,MFT,Directory,ElectricAi,C:\Replay\ElectricAi,True,
DR-MFT-RMM-049,COVERAGE-DR-MFT-RMM-049,MFT,Directory,Encapto,C:\Replay\Encapto,True,
DR-MFT-RMM-058,COVERAGE-DR-MFT-RMM-058,MFT,Directory,Fortra,C:\Replay\Fortra,True,
DR-MFT-RMM-065,COVERAGE-DR-MFT-RMM-065,MFT,File,GoToAssistService.exe,C:\Replay\GoToAssistService.exe,True,
DR-MFT-RMM-083,COVERAGE-DR-MFT-RMM-083,MFT,File,http0A0A0A00,C:\Replay\http0A0A0A00,True,
DR-MFT-RMM-099,COVERAGE-DR-MFT-RMM-099,MFT,File,quickassist.exe,C:\Replay\quickassist.exe,True,
DR-MFT-RMM-141,COVERAGE-DR-MFT-RMM-141,MFT,Directory,RealONE,C:\Replay\RealONE,True,
DR-MFT-RMM-143,COVERAGE-DR-MFT-RMM-143,MFT,Directory,RealVNC,C:\Replay\RealVNC,True,DR-MFT-RMM-216
DR-MFT-RMM-160,COVERAGE-DR-MFT-RMM-160,MFT,File,rsocx.exe,C:\Replay\rsocx.exe,True,
DR-MFT-RMM-162,COVERAGE-DR-MFT-RMM-162,MFT,Directory,RunSmart,C:\Replay\RunSmart,True,
DR-MFT-RMM-193,COVERAGE-DR-MFT-RMM-193,MFT,Directory,TechInline,C:\Replay\TechInline,True,
DR-MFT-RMM-207,COVERAGE-DR-MFT-RMM-207,MFT,Directory,XMReality,C:\Replay\XMReality,True,
DR-MFT-RMM-216,COVERAGE-DR-MFT-RMM-216,MFT,Directory,TigerVNC,C:\Replay\TigerVNC,True,
DR-MFT-RMM-217,COVERAGE-DR-MFT-RMM-217,MFT,Directory,Meraki Systems Manager Agent,C:\Replay\Meraki Systems Manager Agent,True,
DR-MFT-RMM-003,COVERAGE-DR-MFT-RMM-003,MFT,File,rpcsetup.exe,C:\Replay\rpcsetup.exe,True,
DR-MFT-RMM-005,COVERAGE-DR-MFT-RMM-005,MFT,File,action1_update.exe,C:\Replay\action1_update.exe,True,
DR-MFT-RMM-012,COVERAGE-DR-MFT-RMM-012,MFT,File,anydesk.exe,C:\Replay\anydesk.exe,True,
DR-MFT-RMM-014,COVERAGE-DR-MFT-RMM-014,MFT,File,AnyViewerSetup.exe,C:\Replay\AnyViewerSetup.exe,True,
DR-MFT-RMM-060,COVERAGE-DR-MFT-RMM-060,MFT,File,gp3.exe,C:\Replay\gp3.exe,True,
DR-MFT-RMM-085,COVERAGE-DR-MFT-RMM-085,MFT,File,agentmon.exe,C:\Replay\agentmon.exe,True,
DR-MFT-RMM-091,COVERAGE-DR-MFT-RMM-091,MFT,File,level-windows-amd64.exe,C:\Replay\level-windows-amd64.exe,True,DR-MFT-RMM-276
DR-MFT-RMM-157,COVERAGE-DR-MFT-RMM-157,MFT,File,RoyalServerInstaller_.msi,C:\Replay\RoyalServerInstaller_.msi,True,
DR-MFT-RMM-098,COVERAGE-DR-MFT-RMM-098,Amcache,File,quickassist.exe,C:\Replay\quickassist.exe,True,
DR-MFT-RMM-142,COVERAGE-DR-MFT-RMM-142,MFT,File,VNC-Connect-Installer-.exe,C:\Replay\VNC-Connect-Installer-.exe,True,
DR-MFT-RMM-218,COVERAGE-DR-MFT-RMM-218,MFT,File,komari,C:\Replay\komari,True,
DR-MFT-RMM-287,COVERAGE-DR-MFT-RMM-287,MFT,File,amon.exe,C:\Replay\amon.exe,True,
DR-MFT-RMM-350,COVERAGE-DR-MFT-RMM-350,MFT,File,agent.exe,C:\Program Files\Monitic\agent.exe,True,
DR-MFT-RMM-292,COVERAGE-DR-MFT-RMM-292,MFT,File,nmep_agtconfig.exe,C:\Replay\nmep_agtconfig.exe,True,
DR-MFT-RMM-351,COVERAGE-DR-MFT-RMM-351,MFT,File,winpty-agent.exe,C:\Program Files\Net Monitor for Employees Pro\winpty-agent.exe,True,
DR-MFT-RMM-324,COVERAGE-DR-MFT-RMM-324,MFT,File,RemSupp.exe,C:\Replay\RemSupp.exe,True,
DR-MFT-RMM-352,COVERAGE-DR-MFT-RMM-352,MFT,File,installer.exe,C:\Users\A\AppData\Local\remsupp-updater\installer.exe,True,
